XGBoost_Clean_AbsResidual,XGBoost_100Noise_AbsResidual,LLM_Enhanced_Clean_AbsResidual,LLM_Enhanced_100Noise_AbsResidual
0.2096853637695304,0.3241125852221354,0.5214674502685135,0.582094085217854
0.00399477767944334,0.07513839280044059,0.01548387595210321,0.028389326992583286
0.8391417694091814,1.2189399862971908,0.16203770273691376,0.17710313662889654
0.010026420116424517,0.09170244694151002,0.0165432602381953,0.035509098581915186
1.2539270782470702,1.8492344920936483,0.2599372130049815,0.29998006039721903
0.001287700176239026,0.019037574121853067,0.011186682303605089,0.05270835284728308
0.8207794189453139,1.1970620410064479,0.09621910852045801,0.1040069825170484
0.0377718977928162,0.0951478412013647,0.024102687819997137,0.04505644516881207
0.8060729217529286,1.2479367089532545,0.5868613992691145,0.6357220642179386
0.013534105777740502,0.12283923113092571,0.006426622763674006,0.008891166878653047
0.5828262329101577,0.9169001345118629,1.0857935927069065,1.1977416212073069
0.001368335056304959,0.030549914847692077,0.007394734565557837,0.010330886855906371
1.2560729217529314,1.8293281972215212,2.25006278699502,2.4560704165402525
0.011287700176239035,0.10156514432434981,0.00118668230360508,0.013862161319934892
0.4792205810546868,0.7150838832276086,1.3962191085204587,1.526803919853352
0.02562810220718381,0.11727235810563418,0.039297312180002875,0.06281704162810164
1.2270668029785154,1.837573886475346,1.384898813121775,1.5296061536139318
0.06463541316986088,0.10596076926206607,0.050913901075120394,0.0742077465636981
1.0025933227539063,1.459326108437203,0.5950961552956606,0.6478846562205807
0.017289933204650887,0.100392191113647,0.030245588109887533,0.03644987289765106
0.045956516265869496,0.06873013559551738,0.08641675850357355,0.11543210889610059
0.012463292121887237,0.03204239333812621,0.01571170630004004,0.022195948265361816
1.3103159408569347,1.9978910500890654,0.36230741316215287,0.4135540608421492
0.011223834991455073,0.08678779604336977,0.015042979447239424,0.06347896050301048
4.870703124999999,7.10494839452198,1.9407541991760144,2.0972368834865582
0.048492551326751676,0.07986355121810276,0.0007871899421980633,0.007104246529452683
5.840949630737306,8.51516757018326,0.45036689932029006,0.5273225537755389
0.10158306550979612,0.16290110053781257,0.0665498884227862,0.10186344955404235
5.603973197937012,8.277384791420022,2.2801856844528583,2.474558036426774
0.11276893568038937,0.18843354155716593,0.005199257969156212,0.03908627491221547
5.822700881958006,8.460267452339574,0.09049292127981445,0.11335516355865181
0.12344987487792969,0.18518911360198587,0.10847990061350288,0.13279487374068943
1.748981094360353,2.584689104436789,1.0659975649458815,1.1588216357815542
0.04882555341720585,0.1224462399770881,0.014854538137936024,0.033043002117803595
0.6646182250976551,1.0456581278045654,0.5116071857252145,0.5664573232957592
0.0172727962493896,0.05715010399772203,0.015123725883672723,0.017647022604422382
1.2516350555419926,1.828224161390925,0.515099299828627,0.5637731206802696
0.043075836658477806,0.08863636579941965,0.009079294253905301,0.06097187929779107
0.030456848144531534,0.04756135991805461,0.41527986365772307,0.45745419806677207
0.030716695404052752,0.07764238694245232,0.016222760553991855,0.021471570703513698
0.39532546997070384,0.6240287728394402,0.6592930664042562,0.7388197061630607
0.008672479152679435,0.038063142591210436,0.00938898725846038,0.053487316741991926
0.3714247131347648,0.5614878786131153,0.32072958382856953,0.3529849383668388
0.008190750789642376,0.056166361146234405,0.006069469059481469,0.007916003772112825
2.339267921447753,3.425765076044181,3.0810242175534697,3.3334350310188974
0.012244954586029033,0.09712853450956145,0.0035818426505563883,0.015529075230107752
3.381166839599608,4.940969578910903,4.1548057888967165,4.516318447532477
0.05496254444122317,0.11017008912523973,0.006358672738190241,0.018152962267565565
0.15240539550781307,0.2410032927643432,0.5450180474383366,0.595702485421426
0.012823942184448267,0.027067837098124114,0.0024719373549595414,0.02289334393140109
0.06414245605468594,0.13107802283886916,0.16480321307469126,0.17855280647352104
0.017692130565643338,0.08166859619721926,0.013177734304913091,0.018614138462803877
2.667105865478515,3.9281063802014007,1.622281895675048,1.7566228578950953
0.0023967652320862065,0.0061571453216405884,0.010374475583238674,0.030781447967236225
3.746087188720704,5.499399577298068,0.8285160077679379,0.8971336742139773
0.06330530605316165,0.10088163206005304,0.02408422445666969,0.03669820755772747
0.07225341796874929,0.13154135122558855,0.8380698407217757,0.9272837901269275
0.011704529762268101,0.05196206624081119,0.04645190382804165,0.06310603689867841
0.43454296875000153,0.7091870631318012,0.27070163473172926,0.3069383432877582
4.535245895387341e-05,0.02838052459040441,0.022137055683049134,0.04114097662458571
1.427336120605469,2.0866111570247505,0.28994129865470875,0.31752132660250926
0.03833612918853757,0.1595326653874158,0.04907536194560613,0.0675130548853605
1.830265991210938,2.7107681547113835,0.44770975767745647,0.4917730190417064
0.006506237030029283,0.041904592627145826,0.011621388793770393,0.04895727125827902
0.8936999511718753,1.3048179986960171,0.5570294461662257,0.6158443845764983
0.021039421558380123,0.12706739635504122,0.020543205148670363,0.03074609569716015
0.14511817932129034,0.22805468655674574,0.3136301025295154,0.3487072760713635
0.02413142423629766,0.0589695102975061,0.009602003973398054,0.0174322090405686
2.066134490966796,2.997358550536903,1.080798546903111,1.1989070864980444
0.031142245769500754,0.09878469211924198,0.005653363646099585,0.015774141663742965
0.06662712097168111,0.16557818414070108,0.362385331360354,0.4040301527332692
0.06609148502349849,0.10956107828671655,0.033371666059081595,0.05051279586487576
0.2605635070800787,0.43404308396985614,0.192778770756032,0.20945692670996724
0.013740215778350828,0.02460010369299017,0.013124452340060766,0.028772578191271433
0.0937306976318375,0.17025422457983924,0.6723927607482771,0.7589071505245475
0.025178278923034703,0.09222686337063096,0.00851722051913184,0.018529442118987972
0.9396138763427722,1.3729379439680933,0.6857641246251198,0.7720317164651873
0.0004824724197387553,0.020018449488387817,0.009596198188303262,0.02896000191886182
1.5887570953369128,2.3928173371083203,0.28935318953375244,0.33375007874963664
0.0030420494079589355,0.05638363391463328,0.004204642920629054,0.01665906090640028
4.184365844726562,6.080857202745264,1.3565978497675335,1.4784992543502686
0.008390909671783464,0.13366232321595725,0.007134806537881344,0.01553469980586853
5.810333480834959,8.433182736107318,0.47731991919324557,0.5325854472355783
0.0022339997291564995,0.02599649349267083,0.0046622941783937,0.013838843573734074
1.3586043548584001,1.9802275603818185,0.5779509024847904,0.6373495145079859
0.013036437511444121,0.09182135359009236,0.006718912701712432,0.030476026903483305
1.935578765869142,2.8237725649965753,0.5632326866594113,0.6133039284646888
0.023641859722137504,0.060622792451961754,0.016123106994254566,0.030350410523775496
1.7386043548583991,2.53066541364503,1.148403983346114,1.2607927952862787
0.0009635624885558913,0.06799308626770137,0.002102601699172646,0.015593449504728239
1.934610900878905,2.866320256820579,0.6393882222279714,0.7055936733497472
0.03053423709869385,0.174668253925586,0.010813723098612171,0.01644218524130003
0.4340228271484392,0.6760341603058133,0.18200076441349466,0.20999642996846357
0.027850158214569043,0.11013584904149004,0.007159504278190898,0.04505257327835716
1.1444335937500014,1.6651147738694174,0.32629013676145746,0.3656829823075189
0.030264878177642784,0.0573897550129007,0.0008011283940260183,0.04860655641613972
2.008571166992187,2.9495266173711614,0.9396813694010149,1.018649315405443
0.005174446582794201,0.07582381035086143,0.0024408308625278874,0.0049302727158401565
2.0223434448242195,2.941234653237457,0.48049516603073883,0.5288544360826307
0.028991209316253652,0.18398910327100612,0.01338542059911041,0.019134875896550135
3.178380050659179,4.691826619856704,1.2857241975694365,1.395143203210718
0.09471691560745243,0.2178878683181154,0.03042213388762649,0.06215094925266022
0.2784049987792976,0.4057732747973862,0.31799317867161037,0.35342414368956215
0.07900653314590456,0.12000620755510337,0.003291641997887673,0.01548714537109923
1.4863964843749997,2.2068871825267844,0.7357488033992396,0.807110861200186
0.013865712165832544,0.1177203385704929,0.0022479415335034947,0.004476353889158058
1.9845661926269536,2.908425177121674,0.24031254196927776,0.26546793722322337
0.029576336288452132,0.0713866910112709,0.015814171037775937,0.02882082488554988
0.7336035156249991,1.0810931318672787,1.4842511966007592,1.6116276513492498
0.035865712165832564,0.08866381082720218,0.024247941533503514,0.03613638562372956
0.9945661926269516,1.5310046796479342,0.7496874580307242,0.8200387140507179
0.01732366371154781,0.06758754440314832,0.031085828962224005,0.05682125061272708
2.2881922149658216,3.3579387211593796,1.147922361783607,1.2500347002623555
0.024728592872619637,0.15839053213065526,0.0035241804261968435,0.02592857648358154
0.8129994964599625,1.196110262842501,0.43013479466399573,0.5043162131949817
0.054048457145690953,0.08456516155912265,0.022313578887414365,0.04970983504954208
0.23101692199707102,0.3885494936725771,0.4605277057096018,0.4980704975486056
0.005922451496124248,0.021278168732574217,0.0007807810515740865,0.009080396906997187
0.413664627075196,0.6076751426382656,0.17489601209355143,0.20757498467762142
0.01834136533737185,0.03278811934700546,0.008516325291581084,0.027890413525932772
1.5913322448730476,2.3504576361769782,1.0218815636084244,1.1198287993789586
0.0009607028961181596,0.05682814970521801,0.003737485289098341,0.006476235759790978
0.9325447082519531,1.3654483393556425,1.1184184676812592,1.249172857531669
0.039387617111206086,0.062064684112256414,0.008621265965154778,0.03386727296427544
8.51181121826172,12.349972823712045,2.981074886289754,3.2473367675874543
0.0912124133110046,0.16528695372924412,0.03141293112658072,0.044575106045073434
11.730036544799805,17.042095153064178,2.8708097305972977,3.126996222747077
0.12068011951446533,0.23989022285028178,0.09115278710437102,0.11657666010960843
1.5912040710449205,2.3227629786082025,1.440996729084322,1.5723140079389994
0.047971570491790794,0.09240022113915083,0.022436962807425576,0.03789408542312565
0.04466094970702983,0.10769784407482563,0.6326308516519781,0.7213404516566658
0.04894870239257809,0.09033082454237942,0.019190400872512225,0.05824304820086622
1.9699550628662124,2.900763119585722,1.1955703971181215,1.297504163790745
0.012702745437622065,0.020293544465105277,0.011144925581486165,0.02062095226490624
1.5417930603027337,2.2805998673641033,0.792115693815358,0.8648762744983816
0.025995397567749046,0.07994588865491958,0.031049457093042965,0.06420168784830457
0.6400449371337906,0.9348403251457363,0.6389887337712885,0.6934893364653515
0.008246445655822776,0.01969539626073028,0.013235122166974533,0.03790046605312021
0.5185440826416006,0.8128928820118944,0.14252316593874426,0.15820361666534888
0.011688434982299767,0.050977465199727706,0.014101969178192952,0.043732784149769985
2.609294509887695,3.8050081776624816,2.725074478287551,2.943623396901212
0.013491719245910638,0.08108163349920935,0.006637718757904865,0.008439887188795762
4.656130218505858,6.771537446972597,4.83086224915262,5.238246692726583
0.020650483131408714,0.08506350003021296,0.007904659508530365,0.009240148018462038
0.8907054901123033,1.3780020225239626,0.5856100344157511,0.648037455185545
0.003508280754089377,0.052717225867906094,0.009971710850891546,0.029868730097991313
0.6438697814941392,0.9354901696222808,0.5174067055647349,0.5858627766880675
0.03565048313140873,0.052222152501137944,0.004612525600099504,0.022529244015068464
2.074181594848632,3.0394630680251375,0.8675941404910468,0.9693121234615928
0.0034948444366454945,0.04784493148150351,0.0029703978868297343,0.016512034528635353
2.08405143737793,3.045242976924588,1.033650080728414,1.1194242077959173
0.03347352104187007,0.05929654924532503,0.014699004741843935,0.02244273772871128
1.0052539825439446,1.4692681620464443,1.0476212896712411,1.1908465016703567
0.010474827289581268,0.03270008518828446,0.01025073368955598,0.03195599105587186
0.1369750976562507,0.3206136586775178,0.3224805497615115,0.35460025948642404
0.015905030250549346,0.14638199416158135,0.017713370866816902,0.05107137899527424
1.1034909820556642,1.6209296829102418,1.100918645268277,1.223839772186203
0.034096424579620366,0.08110759870484284,0.04343692088072293,0.07842330406416367
5.682404899597168,8.247477259173769,3.0773010787917117,3.3307645226328986
0.12294355869293211,0.21251613033784442,0.06002472470869702,0.06621074195356647
